Tweet," ""CM @siddaramaiah and Congress doesn't want Kannadigas to see this.\n#DeMoWins https://t.co/nfkKooeqI6""",1
Reply, '@arunbtgbd @siddaramaiah When #India suffers how can #Karnataka shine\xf0\x9f\xa4\x94\xf0\x9f\xa4\x94\nMay b reporter #sanghi #Bhakt \n#DeMoWins #Demonetisation',-1
Tweet," 'All the three parties to #Jammu &amp; #Kashmir dispute, #Pakistan, #India and genuine #Kashmiri leadership should sit t\xe2\x80\xa6 https://t.co/KOHtlc0GTh'",1
Reply, '@KashmirLobby #Pakistan PM has punctured #Kashmiri stand of freedom. You have no other option but to merge with\xe2\x80\xa6 https://t.co/DRvWlKcSz5',1
Tweet, '@PMOIndia @narendramodi \xe0\xa4\xb8\xe0\xa4\xb0\xe0\xa5\x8d \xe0\xa4\xb0\xe0\xa4\xb9\xe0\xa4\xa8\xe0\xa5\x87 \xe0\xa4\xa6\xe0\xa5\x8b \xe0\xa4\xaa\xe0\xa5\x82\xe0\xa4\xb0\xe0\xa5\x87 \xe0\xa4\xac\xe0\xa4\xbe\xe0\xa4\x82\xe0\xa4\x97\xe0\xa5\x8d\xe0\xa4\xb2\xe0\xa4\xbe\xe0\xa4\xa6\xe0\xa5\x87\xe0\xa4\xb6\xe0\xa5\x80 \xe0\xa4\x87\xe0\xa4\x82\xe0\xa4\xa1\xe0\xa4\xbf\xe0\xa4\xaf\xe0\xa4\xbe \xe0\xa4\xae\xe0\xa5\x87\xe0\xa4\x82 \xe0\xa4\xb9\xe0\xa5\x8b \xe0\xa4\x86\xe0\xa4\x95\xe0\xa4\xb0 \xe0\xa4\xb0\xe0\xa4\xb9\xe0\xa4\xa8\xe0\xa5\x87 \xe0\xa4\xb2\xe0\xa4\x97\xe0\xa5\x87\xe0\xa4\x82\xe0\xa4\x97\xe0\xa5\x87 !',1
Reply," '@Ram_Jethmalani_ @PMOIndia @narendramodi @Ram_Jethmalani_ Ji, Train is from both sides (Up &amp; Down).\nJaise #Pakistan\xe2\x80\xa6 https://t.co/cCzRRDopcN'",1
Tweet, 'Do you go through this too? :P\n\n#Bewakoof #Relatable #Funny #Gag #Meme #India https://t.co/Fgl5ffPyLV',1
Reply, '@bewakoof Do you go through this too? :P\n\n\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\n#Bewakoof #Relatable #Funny #Gag #Meme #India',1
Tweet, '\xe0\xa4\x95\xe0\xa5\x81\xe0\xa4\x9b \xe0\xa4\xb8\xe0\xa4\xae\xe0\xa4\xaf \xe0\xa4\xaa\xe0\xa4\xb9\xe0\xa4\xb2\xe0\xa5\x87 \xe0\xa4\xb9\xe0\xa4\xae\xe0\xa4\xa8\xe0\xa5\x87 South Asia Satellite \xe0\xa4\x95\xe0\xa5\x87 launch \xe0\xa4\x95\xe0\xa5\x87 \xe0\xa4\xb8\xe0\xa4\xae\xe0\xa4\xaf \xe0\xa4\x87\xe0\xa4\xb8\xe0\xa5\x80 \xe0\xa4\xaa\xe0\xa5\x8d\xe0\xa4\xb0\xe0\xa4\x95\xe0\xa4\xbe\xe0\xa4\xb0 video conference \xe0\xa4\x95\xe0\xa5\x80 \xe0\xa4\xa5\xe0\xa5\x80\xe0\xa5\xa4 \xe0\xa4\xaa\xe0\xa4\xbf\xe0\xa4\x9b\xe0\xa4\xb2\xe0\xa5\x87 \xe0\xa4\xb5\xe0\xa4\xb0\xe0\xa5\x8d\xe0\xa4\xb7 \xe0\xa4\xb9\xe0\xa4\xae\xe0\xa4\xa8\xe0\xa5\x87 \xe0\xa4\xae\xe0\xa4\xbf\xe0\xa4\xb2 \xe0\xa4\x95\xe0\xa4\xb0 P\xe2\x80\xa6 https://t.co/dohfE20mkq',1
Reply, '@PMOIndia #India \xe0\xa4\x95\xe0\xa5\x8b \xe0\xa4\x86\xe0\xa4\xaa\xe0\xa4\xa8\xe0\xa5\x87 #NewIndia \xe0\xa4\xac\xe0\xa4\xa8\xe0\xa4\xbe \xe0\xa4\xa6\xe0\xa4\xbf\xe0\xa4\xaf\xe0\xa4\xbe\xf0\x9f\x91\x8c\xf0\x9f\x91\x8c\xf0\x9f\x91\x8c \xe0\xa4\x9c\xe0\xa4\xaf \xe0\xa4\xb9\xe0\xa5\x8b \xe0\xa4\xaa\xe0\xa5\x80\xe0\xa4\x8f\xe0\xa4\xae \xe0\xa4\x95\xe0\xa5\x80\xf0\x9f\x99\x8f\xf0\x9f\x99\x8f\xf0\x9f\x99\x8f\n\xf0\x9f\x98\x8a\xf0\x9f\x98\x8a\xf0\x9f\x98\x8a',1
Tweet, 'Sonia Antonia Maino married Rajiv Gandhi in 1968\nShe became an Indian citizen in only in 1983\nRahul was born in 197\xe2\x80\xa6 https://t.co/BBminiMFN5',1
Reply, '@rishibagree If left to @INCIndia #Italianmafia they will even make #ottavioquattrocchi as the prime minister of\xe2\x80\xa6 https://t.co/C5UPdkFB8m',1
Reply," 'RT @talmaeena: Blood, sweat and tears https://t.co/V52QMe4YDh #ksa #Expats  #saudi #jeddah #riyadh #asia #SriLanka #India #philippines #Pak\xe2\x80\xa6'",1
Tweet," 'Venice, Italy \xf0\x9f\x87\xae\xf0\x9f\x87\xb9 https://t.co/sHmsYWSv5r'",1
Reply," '@ThatBucketList Great. #DidYouKnow that Alappuzha, a small state in #Kerala, #India is known as the ""Venice of the East\'? #VisitKerala'",1
Tweet," 'Venice, Italy   Photo by Robert Jahns https://t.co/lyu9O9WPKD'",1
Reply," '@iLikePics_Daily Great. #DidYouKnow that Alappuzha, a small state in #Kerala, #India is known as the ""Venice of the East\'? #VisitKerala'",1
Tweet, 'Beautiful Venice evening https://t.co/ZZXweDkylS',1
Reply," '@abdulhayemehta Great. #DidYouKnow that Alappuzha, a small state in #Kerala, #India is known as the ""Venice of the East\'? #VisitKerala'",1
Tweet, 'Had a wonderful meeting with TRH The Prince of Wales and The Duchess of Cornwall last evening. We discussed ways to\xe2\x80\xa6 https://t.co/MiLOTnS2UT',1
Reply," '@narendramodi: ""Had a wonderful meeting with TRH The Prince of Wales and The Duchess of Cornwall last\xe2\x80\xa6"" #1 in #India https://t.co/dvgmVH44eH'",1
Reply," 'RT @talmaeena: Blood, sweat and tears https://t.co/V52QMe4YDh #ksa #Expats  #saudi #jeddah #riyadh #asia #SriLanka #India #philippines #Pak\xe2\x80\xa6'",1
Reply, 'Japan beats #Pakistan 3-1 in International Festival of Hockey https://t.co/1GdPZNOPq4 #sports #australia #india',1
Tweet, '@ormiga @rwac48 @vkthakur Mach 7! Thats some wallop when it touches you!',-1
Reply, '@DKCooper2 @rwac48 @vkthakur AND portable #railgun 1-2 m=imagine EVERY #india #army man w 1 such+why #navy need usa\xe2\x80\xa6 https://t.co/deoLAftaNw',1
Tweet, 'Would you mind saying sorry for note ban: Prakash Raj to PM @narendramodi https://t.co/JQRp8A7g4p https://t.co/PGycRzzqFJ',-1
Reply, '@timesofindia @narendramodi I #Love #Modi &amp; what he is doing for #India',1
Reply," 'RT @talmaeena: Blood, sweat and tears https://t.co/V52QMe4YDh #ksa #Expats  #saudi #jeddah #riyadh #asia #SriLanka #India #philippines #Pak\xe2\x80\xa6'",1
Tweet, '#Cash_\xe0\xa4\x9a\xe0\xa5\x8b\xe0\xa4\xb0_\xe0\xa4\xb8\xe0\xa4\xb0\xe0\xa4\x95\xe0\xa4\xbe\xe0\xa4\xb0 #Cash_\xe0\xa4\x9a\xe0\xa5\x8b\xe0\xa4\xb0_\xe0\xa4\xb8\xe0\xa4\xb0\xe0\xa4\x95\xe0\xa4\xbe\xe0\xa4\xb0\n#Cash_\xe0\xa4\x9a\xe0\xa5\x8b\xe0\xa4\xb0_\xe0\xa4\xb8\xe0\xa4\xb0\xe0\xa4\x95\xe0\xa4\xbe\xe0\xa4\xb0 #Cash_\xe0\xa4\x9a\xe0\xa5\x8b\xe0\xa4\xb0_\xe0\xa4\xb8\xe0\xa4\xb0\xe0\xa4\x95\xe0\xa4\xbe\xe0\xa4\xb0\n\nWho is responsible for lakhs of jobs lost due to d\xe2\x80\xa6 https://t.co/iCNXol5m18',1
Reply, '@ShabnamHashmi @ACMichael1 @Dilliwal @reachxdias @JohnDayal #noconversion in #india',1
Tweet," 'Bishop Subodh C. Mondal, President, Council of Bishops, Methodist Church in India and Bishop of Delhi Episcopal... https://t.co/J5iWtQ5oZR'",1
Reply, '@ACMichael1 #noconversion in #india',1
Tweet, 'Proud moment \xe2\x98\xba\xef\xb8\x8f\xe2\x98\xba\xef\xb8\x8f#Happy moment #National championships trophy \xf0\x9f\x99\x8f\xf0\x9f\x99\x8f\xf0\x9f\x8f\xb8\xf0\x9f\x8f\xb8 https://t.co/2OfUyBquvu',1
Reply, '@NSaina Congratulations saina #india',1
Reply," 'RT @talmaeena: Blood, sweat and tears https://t.co/V52QMe4YDh #ksa #Expats  #saudi #jeddah #riyadh #asia #SriLanka #India #philippines #Pak\xe2\x80\xa6'",1
Tweet," '#India #Dhrangadra ~ Skinned alive puppy rescued, but he\'s in immense pain: ""It\'s the worst case I have ever rescue\xe2\x80\xa6 https://t.co/4oB5NE4WVQ'",-1
Reply, '@powerofmouse @PandeyKamna #India ~ Sad news: Puppy skinned alive by a human Monster has died. \xe2\x9e\xa1\xef\xb8\x8f\xe2\x80\xa6 https://t.co/cTIa96VmOr',-1
Tweet," 'Today, I will inaugurate the three -day #Organic World Congress-2017 in Greater Noida. https://t.co/SPAQJesX5u'",1
Reply, '@RadhamohanBJP @MIB_India @PMOIndia @AgriGoI @PIB_India @DDNewsLive @worldfoodindia @BJPLive @DDKisanChannel\xe2\x80\xa6 https://t.co/Nbcm5nRcig',1
Tweet," '\xe0\xa4\xb5\xe0\xa4\xb0\xe0\xa5\x8d\xe0\xa4\xb7\xe0\xa5\x8b\xe0\xa4\x82 \xe0\xa4\xb8\xe0\xa5\x87 \xe0\xa4\xb8\xe0\xa5\x8b\xe0\xa4\x88 \xe0\xa4\xb9\xe0\xa5\x81\xe0\xa4\x88 \xe0\xa4\xb5\xe0\xa5\x8d\xe0\xa4\xaf\xe0\xa4\xb5\xe0\xa4\xb8\xe0\xa5\x8d\xe0\xa4\xa5\xe0\xa4\xbe \xe0\xa4\x95\xe0\xa5\x8b \xe0\xa4\x9c\xe0\xa4\x97\xe0\xa4\xbe\xe0\xa4\xa8\xe0\xa5\x87 \xe0\xa4\x95\xe0\xa5\x87 \xe0\xa4\xb2\xe0\xa4\xbf\xe0\xa4\x8f \xe0\xa4\xa6\xe0\xa4\xbf\xe0\xa4\xb2\xe0\xa5\x8d\xe0\xa4\xb2\xe0\xa5\x80 \xe0\xa4\xae\xe0\xa4\xb9\xe0\xa4\xbf\xe0\xa4\xb2\xe0\xa4\xbe \xe0\xa4\x86\xe0\xa4\xaf\xe0\xa5\x8b\xe0\xa4\x97 14 \xe0\xa4\xa8\xe0\xa4\xb5\xe0\xa4\x82\xe0\xa4\xac\xe0\xa4\xb0 \xe0\xa4\xa4\xe0\xa4\x95 24 * 7 \xe0\xa4\x95\xe0\xa4\xbe\xe0\xa4\xae \xe0\xa4\x95\xe0\xa4\xb0\xe0\xa5\x87\xe0\xa4\x97\xe0\xa5\x80, \xe0\xa4\xa4\xe0\xa4\xbe\xe0\xa4\x95\xe0\xa4\xbf \xe0\xa4\x89\xe0\xa4\xa8\xe0\xa4\x95\xe0\xa5\x8b \xe0\xa4\x95\xe0\xa4\xbe\xe0\xa4\xae \xe0\xa4\x95\xe0\xa4\xb0\xe0\xa4\xa4\xe0\xa4\xbe \xe0\xa4\xb9\xe0\xa5\x81\xe0\xa4\x86\xe2\x80\xa6 https://t.co/T52rPYiI9s'",1
Reply, '@Amitjanhit #IPDAC - #\xe0\xa4\x86\xe0\xa4\x82\xe0\xa4\xa4\xe0\xa4\xb0\xe0\xa4\xbf\xe0\xa4\x95_\xe0\xa4\xa6\xe0\xa4\xb2\xe0\xa5\x80\xe0\xa4\xaf_\xe0\xa4\xb2\xe0\xa5\x8b\xe0\xa4\x95\xe0\xa4\xa4\xe0\xa4\x82\xe0\xa4\xa4\xe0\xa5\x8d\xe0\xa4\xb0_\xe0\xa4\x9c\xe0\xa4\xbe\xe0\xa4\x97\xe0\xa4\xb0\xe0\xa5\x81\xe0\xa4\x95\xe0\xa4\xa4\xe0\xa4\xbe_\xe0\xa4\x85\xe0\xa4\xad\xe0\xa4\xbf\xe0\xa4\xaf\xe0\xa4\xbe\xe0\xa4\xa8\n\xe0\xa4\x9c\xe0\xa4\xa8\xe0\xa4\xa4\xe0\xa4\xbe \xe0\xa4\x95\xe0\xa5\x8b \xe0\xa4\xaa\xe0\xa4\x95\xe0\xa5\x8d\xe0\xa4\xb7-\xe0\xa4\xb5\xe0\xa4\xbf\xe0\xa4\xaa\xe0\xa4\x95\xe0\xa5\x8d\xe0\xa4\xb7 \xe0\xa4\xae\xe0\xa5\x87\xe0\xa4\x82 \xe0\xa4\x89\xe0\xa4\xb2\xe0\xa4\x9d\xe0\xa4\xbe\xe0\xa4\x95\xe0\xa4\xb0; \xe0\xa4\x9b\xe0\xa4\xb2\xe0\xa4\xbe\xe0\xa4\xb5\xe0\xa4\xbe \xe0\xa4\x95\xe0\xa4\xb0\xe0\xa4\x95\xe0\xa5\x87 \xe0\xa4\xad\xe0\xa5\x8d\xe0\xa4\xb0\xe0\xa4\xbe\xe0\xa4\xae\xe0\xa4\x95\xe0\xa4\xa4\xe0\xa4\xbe \xe0\xa4\xab\xe0\xa5\x88\xe0\xa4\xb2\xe0\xa4\xbe\xe2\x80\xa6 https://t.co/Nt6TzbnErX',1
Tweet, 'Very grateful for all the kind words and support for #Form \xe2\x98\x98\xef\xb8\x8f keep sending in the tweets.',1
Reply," '@KFallonJockey Send a few copies to #India, Kieran.'",1
Tweet," 'In youthful #India, elderly leaders still dominate the political field. My piece on #HimachalPradeshElections for\xe2\x80\xa6 https://t.co/5Bem1NkA1X'",-1
Reply," 'As two patriarchs battle it out in #HimachalElections2017, my @AFP piece on the popularity and political dominance\xe2\x80\xa6 https://t.co/qvB3rCGROW'",-1
Tweet, 'How does staying at home help avoid pollution #DelhiSmog ?\nThe air is the same all around\nNot a solution @ArvindKejriwal',1
Reply, '@sandipsabharwal @ArvindKejriwal In #india banks can burn money on NPA but no money for #AirPollution @PMOIndia',1
Tweet," 'Anant Goenka , CEAT receiving the 2017 Deming Prize today in Japan for Quality. CEAT is among the 3 companies globa\xe2\x80\xa6 https://t.co/c6covK4sBH'",1
Reply," ""@hvgoenka #MakeInIndia ??  Seriously that's proud moment  for #India &amp; when it's received in Japan, the most quality concious ppl on Earth""",1
Reply," 'RT @talmaeena: Blood, sweat and tears https://t.co/V52QMe4YDh #ksa #Expats  #saudi #jeddah #riyadh #asia #SriLanka #India #philippines #Pak\xe2\x80\xa6'",1
Tweet, 'What arguments could a person possibly have against the idea of an inclusive Indian society?! https://t.co/8mwKBvF4vr',-1
Reply, '@RuhiRizvi Check the history of this place post British era known as #India has never been Inclusive\nPeople who thi\xe2\x80\xa6 https://t.co/j278M5Ky4R',1
Tweet," 'The Prince of Wales and The Duchess of Cornwall meet PM @narendramodi last evening at Hyderabad House, New Delhi. https://t.co/qgc99xMlHY'",1
Reply, '@namo_office @narendramodi UK and #India scorecard fare for the #privatesector and implementation of standard\xe2\x80\xa6 https://t.co/XUmGz3EK62',1
Tweet," '#US to give $500,000 to promote #ReligiousFreedom in #India. Among other activities they will seek to influence\xe2\x80\xa6 https://t.co/i4yOQGvyDn'",1
Reply, 'People need to understand that the #USA for all practical purposes is a #ChristianTheocracy and this money will mos\xe2\x80\xa6 https://t.co/FTLup4jbwX',1
Tweet, '@StevePratico And may be the most common feature wud be their warmth for a stranger',1
Reply," ""@ta0i5t I always had Filipino's as the most welcoming to Westerners, or other tribes.\n\nNow that you mention it, eve\xe2\x80\xa6 https://t.co/6Hqaz4BKh7""",1
Tweet," '\xe2\x80\x98Kill one, 10 will stand up\xe2\x80\x99\nDespite unabated killings, showering bullets &amp; pellets maiming &amp; blinding children, br\xe2\x80\xa6 https://t.co/Q0QMXSXRUE'",1
Reply," ""@SuddhanSadaf30 India you can kill them,,, but you can't break them.. #Kashmir #freedom #India""",1
Tweet, '\xe0\xb6\x8a\xe0\xb6\xba\xe0\xb7\x9a \xe0\xb6\xb8\xe0\xb7\x92\xe0\xb6\xba\xe0\xb7\x94\xe0\xb6\xbb\xe0\xb7\x94 \xe0\xb6\x9a\xe0\xb6\xbd\xe0\xb7\x8a\xe0\xb6\xb4\xe0\xb6\xb1\xe0\xb7\x8f \xe0\xb6\xb6\xe0\xb6\xbd\xe0\xb6\xbd\xe0\xb7\x8f \xe0\xb6\xb8\xe0\xb6\xa7 \xe0\xb6\x9a\xe0\xb6\xad\xe0\xb7\x8f \xe0\xb6\x9a\xe0\xb6\xbb\xe0\xb6\xb4\xe0\xb7\x94 \xe0\xb7\x84\xe0\xb7\x90\xe0\xb6\xb8\xe0\xb7\x9d\xe0\xb6\xa7\xe0\xb6\xb8 \xe0\xb7\x83\xe0\xb7\x8a\xe0\xb6\xad\xe0\xb7\x96\xe0\xb6\xad\xe0\xb7\x92\xe0\xb6\xba\xe0\xb7\x92.\xe0\xb6\x85\xe0\xb6\xaf \xe0\xb6\xb8\xe0\xb6\xb8 \xe0\xb6\xaf\xe0\xb7\x99\xe0\xb6\xba\xe0\xb6\x9a\xe0\xb7\x8a \xe0\xb6\xa2\xe0\xb7\x93\xe0\xb7\x80\xe0\xb7\x92\xe0\xb6\xad\xe0\xb6\xba\xe0\xb7\x9a \xe0\xb6\xbd\xe0\xb6\xb6\xe0\xb7\x8f\xe0\xb6\x9c\xe0\xb7\x99\xe0\xb6\xb1 \xe0\xb6\xad\xe0\xb7\x92\xe0\xb6\xba\xe0\xb7\x99\xe0\xb6\xb1\xe0\xb7\x80\xe0\xb6\xb1\xe0\xb6\xb8\xe0\xb7\x8a \xe0\xb6\x92 \xe0\xb6\x86\xe0\xb6\xaf\xe0\xb6\xbb\xe0\xb6\xab\xe0\xb7\x93\xe0\xb6\xba \xe0\xb6\x94\xe0\xb6\xb6 \xe0\xb6\xb1\xe0\xb7\x92\xe0\xb7\x83\xe0\xb7\x8f.\xe0\xb7\x83\xe0\xb7\x8a\xe0\xb6\xad\xe0\xb7\x96\xe0\xb6\xad\xe0\xb7\x92\xe0\xb6\xba\xe0\xb7\x92 \xf0\x9f\x99\x8f\xe2\x80\xa6 https://t.co/Ftx8FBpVef',1
Reply, '@dinakshie1990 #CockSuckingActress #Ponnayo #BabyBump #GaySriLanka #Halloween #PregnancyIn4Words  #Masturbating\xe2\x80\xa6 https://t.co/HHDfJ4HmVZ',1
Reply," 'RT @talmaeena: Blood, sweat and tears https://t.co/V52QMe4YDh #ksa #Expats  #saudi #jeddah #riyadh #asia #SriLanka #India #philippines #Pak\xe2\x80\xa6'",1
Reply, 'Japan beats #Pakistan 3-1 in International Festival of Hockey https://t.co/1GdPZNOPq4 #sports #australia #india',-1
Reply, 'RT @manishpant22: #India more attractive than even @WorldBank #EaseOfDoingBusiness rankings suggest says noted US economist @APanagariya ht\xe2\x80\xa6',1
Reply, 'RT @SACHKAHOON: \xe0\xa4\x97\xe0\xa5\x8c\xe0\xa4\xb0\xe0\xa4\x95\xe0\xa5\x8d\xe0\xa4\xb7\xe0\xa4\xbe \xe0\xa4\x95\xe0\xa5\x8b \xe0\xa4\xac\xe0\xa4\xa8\xe0\xa4\xbe\xe0\xa4\xaf\xe0\xa4\xbe \xe0\xa4\x9c\xe0\xa4\xbe\xe0\xa4\x8f \xe0\xa4\xb8\xe0\xa4\xbe\xe0\xa4\xae\xe0\xa4\xbe\xe0\xa4\x9c\xe0\xa4\xbf\xe0\xa4\x95 \xe0\xa4\xae\xe0\xa5\x81\xe0\xa4\xa6\xe0\xa5\x8d\xe0\xa4\xa6\xe0\xa4\xbe\n#Social #Issues #Gorkha #India\nhttps://t.co/v4gMJkesNj',1
Reply," ""RT @Bellweather666: @MrShikharMisra @TealHeather Thank you. \xf0\x9f\x98\x8aHope it's been a good day for you in #INDIA today. Have a Good Night. #LOVE #S\xe2\x80\xa6""",1
Reply, 'It\xe2\x80\x99s been a year &amp; I\xe2\x80\x99m still mad at the #Modi govt for the massive fuckup that was #demonetisation:\xe2\x80\xa6 https://t.co/JkYWVhDYMr',-1
Reply, '#\xd8\xa7\xd9\x84\xd9\x81\xd9\x88\xd8\xb1\xd9\x83\xd8\xb3 #\xd1\x84\xd0\xbe\xd1\x80\xd0\xb5\xd0\xba\xd1\x81 #\xe5\xa4\x96\xe6\xb1\x87 #\xe5\xa4\x96\xe5\x8c\xaf #Forex #\xd8\xaa\xd8\xad\xd9\x84\xd9\x8a\xd9\x84_\xd9\x81\xd9\x86\xd9\x8a #\xd9\x81\xd9\x88\xd8\xb1\xd9\x83\xd8\xb3 #\xd8\xb0\xd9\x87\xd8\xa8 #\xd9\x81\xd8\xb6\xd8\xa9 #\xd8\xa7\xd9\x85\xd9\x88\xd8\xa7\xd9\x84 #\xd8\xb1\xd9\x8a\xd8\xaa\xd9\x88\xd9\x8a\xd8\xaa #bitcoin #gold #oil #china #silver #India #RETWEEET #retwit #usd',1
Reply," '#Delhi engulfed by #Smog,who cares?Stubble burning rampant.\n#AirPollution #delhipollution #India https://t.co/n04iTkuk6V'",-1
Reply," '@ArvindKejriwal I have a solution for the Delhi smog , please help me to help the nation #DelhiSmog #delhi #ArvindKejriwal #india'",1
Reply, '#delhincr #Gurugram #gurgaon #indiana #india_gram #india #gurgaondiaries #basai #road #driving\xe2\x80\xa6 https://t.co/RkZP4txDmq',1
Reply, 'Petronet LNG hits 52-week high on strong Q2 numbers https://t.co/BxPxqrBKMW #stock #tip #India',1
Tweet," '#smogindelhi is such a serious issue, its high time we become responsible towards the environment, what goes around\xe2\x80\xa6 https://t.co/2V4pHcUJnc'",-1
Reply, 'And yet no one feels crackers could be a reason ? #delhi #smogindelhi #india',-1
Tweet, '\xe0\xa4\xb5\xe0\xa4\xbf\xe0\xa4\x95\xe0\xa4\xbe\xe0\xa4\xb8 \xe0\xa4\x95\xe0\xa5\x87 \xe0\xa4\xaa\xe0\xa4\xa5 \xe0\xa4\xaa\xe0\xa4\xb0 \xe0\xa4\x85\xe0\xa4\x97\xe0\xa5\x8d\xe0\xa4\xb0\xe0\xa4\xb8\xe0\xa4\xb0 \xe0\xa4\x89\xe0\xa4\xa4\xe0\xa5\x8d\xe0\xa4\xa4\xe0\xa4\xb0\xe0\xa4\xbe\xe0\xa4\x96\xe0\xa4\x82\xe0\xa4\xa1 \xe0\xa4\x95\xe0\xa5\x87 \xe0\xa4\xa8\xe0\xa4\xbf\xe0\xa4\xb5\xe0\xa4\xbe\xe0\xa4\xb8\xe0\xa4\xbf\xe0\xa4\xaf\xe0\xa5\x8b\xe0\xa4\x82 \xe0\xa4\x95\xe0\xa5\x8b \xe0\xa4\xb0\xe0\xa4\xbe\xe0\xa4\x9c\xe0\xa5\x8d\xe0\xa4\xaf \xe0\xa4\x95\xe0\xa5\x87 \xe0\xa4\xb8\xe0\xa5\x8d\xe0\xa4\xa5\xe0\xa4\xbe\xe0\xa4\xaa\xe0\xa4\xa8\xe0\xa4\xbe \xe0\xa4\xa6\xe0\xa4\xbf\xe0\xa4\xb5\xe0\xa4\xb8 \xe0\xa4\x95\xe0\xa5\x80 \xe0\xa4\xb9\xe0\xa4\xbe\xe0\xa4\xb0\xe0\xa5\x8d\xe0\xa4\xa6\xe0\xa4\xbf\xe0\xa4\x95 \xe0\xa4\xb6\xe0\xa5\x81\xe0\xa4\xad\xe0\xa4\x95\xe0\xa4\xbe\xe0\xa4\xae\xe0\xa4\xa8\xe0\xa4\xbe\xe0\xa4\x8f\xe0\xa4\x82\xe0\xa5\xa4 On Uttarakhand Foundat\xe2\x80\xa6 https://t.co/Z6I5Q1B6x2',1
Reply, '@narendramodi You are working for all #Indians \nBut all INDIANS are not working for #India',1
Tweet, 'Looking forward to a full day of meetings with President Xi and our delegations tomorrow. THANK YOU for the beautif\xe2\x80\xa6 https://t.co/lSC21tvK3w',1
Reply," ""@realDonaldTrump @FLOTUS It's Good to see that against #China Veto power #USA Disagreed. #India like that \xf0\x9f\x91\x8f\xf0\x9f\x8d\x81\xf0\x9f\x87\xae\xf0\x9f\x87\xb3""",1
Reply," 'RT @talmaeena: Blood, sweat and tears https://t.co/V52QMe4YDh #ksa #Expats  #saudi #jeddah #riyadh #asia #SriLanka #India #philippines #Pak\xe2\x80\xa6'",1
